INSTNM,CITY,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT41_PROG,NPT42_PROG,NPT43_PROG,NPT44_PROG,NPT45_PROG,NPT41_OTHER,NPT42_OTHER,NPT43_OTHER,NPT44_OTHER,NPT45_OTHER,NPT4_048_PUB,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_OTHER,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,NPT4_3075_PROG,NPT4_3075_OTHER,NPT4_75UP_PROG,NPT4_75UP_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,FEMALE,FIRST_GEN,FAMINC,MD_FAMINC
Vet Tech Institute of Houston,Houston,0.6857,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257,0.1143,0.4571,0.0114,0.0057,0.0114,0.04,0.0,0.0343,,,,,14435.0,,,,,,,,12998.0,13530.0,15891.0,19068.0,,,,,,,,,,,,,13157.0,,,,14879.0,,19068.0,,,,,19550.0,,15240.0,15240.0,,0.9016853933,0.5,47377.926966,28513
Brazosport College,Lake Jackson,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0043,0.0,0.1594,0.0,0.0053,0.0,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2667,0.0,0.0329,0.0,0.0,0.0616,0.0319,0.0383,0.0,0.0,0.0489,0.0797,0.0,0.3647,0.0659,0.4876,0.0114,0.0031,0.0007,0.0259,0.0003,0.0404,,,,4234.0,,,,3083.0,4097.0,5858.0,8221.0,,,,,,,,,,,,,,,,,3503.0,,,,4951.0,,8221.0,,,,,,9244.0,,2411.0,4748.0,,0.5902097902,0.5394957983,27803.257343,22271
Central Texas College,Killeen,,,,,,,,,,,,,,,,,,,,,,,,,0.0007,0.0007,0.0,0.0,0.0007,0.0253,0.0194,0.0,0.0071,0.003,0.0015,0.0015,0.0268,0.0216,0.0,0.3402,0.0,0.0026,0.0019,0.0,0.0,0.0104,0.0,0.0,0.0019,0.0,0.0,0.1306,0.0,0.0134,0.0097,0.0123,0.0093,0.0011,0.0041,0.1269,0.2274,0.0,0.286,0.2588,0.3007,0.0403,0.0058,0.0135,0.0583,0.0025,0.034,,,,4284.0,,,,3639.0,2757.0,6114.0,8553.0,11726.0,,,,,,,,,,,,,,,,3431.0,,,,4358.0,,9006.0,,,,,,11726.0,,3000.0,7500.0,,0.5084459459,0.4613491604,28066.927124,24911.5
Charles and Sues School of Hair Design,Bryan,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7273,0.0909,0.1364,0.0,0.0,0.0,0.0,0.0,0.0455,,,,,18735.0,,,,,,,,18008.0,21160.0,,,,,,,,,,,,,,,18735.0,,,,21160.0,,,,,,,,24110.0,,,16000.0,PS,0.6229508197,34535.905405,19826
Cisco College,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.5542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.0,0.0,0.006,0.0437,0.0346,0.0,0.0,0.2033,0.0512,0.0,0.5821,0.0772,0.2739,0.0132,0.0036,0.0061,0.04,0.0036,0.0004,,,,5917.0,,,,5371.0,6132.0,6167.0,10547.0,,,,,,,,,,,,,,,,,5669.0,,,,6146.0,,10547.0,,,,,,14946.0,,4110.0,5310.0,,0.5616438356,0.4435933148,35107.131626,26671
Clarendon College,Clarendon,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.0,0.0,0.0207,0.0,0.0,0.0,0.0,0.4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,0.0,0.2138,0.0,0.0,0.492,0.0705,0.2183,0.0076,0.0159,0.0023,0.0,0.022,0.1713,,,,8241.0,,,,6203.0,7481.0,9020.0,11843.0,12871.0,,,,,,,,,,,,,,,,6673.0,,,,8033.0,,12228.0,,,,,,14182.0,,3720.0,5400.0,,0.5755894591,0.43847487,31081.105409,22143
Concordia University Texas,Austin,0.8574,500.0,620.0,510.0,570.0,420.0,520.0,513.0,505.0,470.0,,,,,,,,,20.0,19.0,20.0,,1060.0,1060.0,0.0,0.0105,0.0,0.0,0.0188,0.0,0.0188,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0042,0.0711,0.0,0.0167,0.0,0.0,0.0,0.0293,0.0,0.0105,0.0021,0.0,0.0502,0.0,0.0,0.0335,0.0,0.0,0.0,0.0,0.0,0.5251,0.1946,0.0063,0.3686,0.1362,0.3533,0.0617,0.0025,0.0,0.0369,0.0,0.0407,,,,,23883.0,,,,,,,,19064.0,22626.0,22313.0,25219.0,31343.0,,,,,,,,,,,,20526.0,,,,22495.0,,29020.0,,,,,49494.0,,35620.0,35620.0,,0.6484230056,0.3770491803,57495.104824,40237.5
BK Cosmo College of Cosmetology,Kerrville,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6579,0.0263,0.3158,0.0,0.0,0.0,0.0,0.0,0.0,,,,,17828.0,,,,,,,,17397.0,18654.0,18424.0,22519.0,,,,,,,,,,,,,17669.0,,,,18608.0,,22519.0,,,,,,22519.0,,,12900.0,PS,PS,22109.157895,13647.5
North Central Texas College,Gainesville,,,,,,,,,,,,,,,,,,,,,,,,,0.0363,0.0,0.0,0.0,0.0,0.0,0.045,0.0444,0.0244,0.0,0.0131,0.0,0.0031,0.0,0.0,0.5353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619,0.0,0.0,0.0,0.0338,0.0801,0.0,0.0,0.1044,0.0181,0.0,0.5025,0.1019,0.2749,0.0324,0.0068,0.0007,0.0323,0.0334,0.0152,,,,4893.0,,,,2896.0,3972.0,5893.0,8131.0,9251.0,,,,,,,,,,,,,,,,3331.0,,,,4808.0,,8669.0,,,,,,10027.0,,2520.0,7200.0,,0.5760255465,0.4257005378,40328.952346,29229
Texas A & M University-Corpus Christi,Corpus Christi,0.8797,492.0,610.0,490.0,590.0,410.0,510.0,545.0,530.0,460.0,18.0,24.0,17.0,23.0,17.0,23.0,6.0,8.0,22.0,20.0,21.0,7.0,1090.0,1090.0,0.0,0.029,0.0,0.0,0.0346,0.0,0.029,0.0,0.0084,0.0374,0.0095,0.0045,0.0,0.0,0.0139,0.0,0.0,0.0982,0.0056,0.0,0.111,0.0569,0.0039,0.0,0.0145,0.0,0.0653,0.0357,0.0,0.0106,0.0,0.0,0.0,0.0,0.0441,0.1919,0.1891,0.0073,0.3498,0.0359,0.5168,0.0274,0.002,0.0009,0.0271,0.0191,0.021,,,,17937.0,,,,16980.0,17959.0,20012.0,21083.0,17830.0,,,,,,,,,,,,,,,,17294.0,,,,18853.0,,20708.0,,,,,,23200.0,,9748.0,20745.0,,0.6254948535,0.390052356,54889.164489,37435.5
Paul Mitchell the School-Dallas,Carrollton,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3527,0.2327,0.2582,0.0073,0.0109,0.0,0.0509,0.0,0.0873,,,,,22900.0,,,,,,,,19831.0,23321.0,22609.0,25578.0,26226.0,,,,,,,,,,,,21227.0,,,,22876.0,,26010.0,,,,,,26226.0,,,17835.0,0.953271028,0.4290578888,38849.246729,24337.5
Dallas Baptist University,Dallas,0.9137,490.0,610.0,480.0,590.0,,,540.0,530.0,,19.0,25.0,,,,,,,23.0,,,,1095.0,1095.0,0.0,0.0,0.0,0.0,0.0603,0.0,0.0195,0.0,0.0342,0.0,0.0,0.0033,0.0,0.0,0.013,0.0,0.0,0.0993,0.0081,0.0,0.1042,0.0407,0.0016,0.0733,0.0,0.0,0.0961,0.0163,0.013,0.0309,0.0,0.0,0.0,0.0,0.0782,0.0228,0.2655,0.0195,0.5445,0.1025,0.1597,0.0221,0.0112,0.0022,0.0108,0.0501,0.0969,,,,,27591.0,,,,,,,,25982.0,25627.0,26855.0,28966.0,29951.0,,,,,,,,,,,,25872.0,,,,26340.0,,29600.0,,,,,46367.0,,35310.0,35310.0,,0.6104868914,0.3233143786,65503.451685,43504
Dallas Christian College,Dallas,0.5,400.0,520.0,393.0,557.0,327.0,507.0,,,417.0,,,,,,,,,,,,,965.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1143,0.0,0.0,0.2571,0.0,0.0,0.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143,0.0,0.4,0.1837,0.1959,0.0,0.0122,0.0041,0.2,0.0,0.0041,,,,,22134.0,,,,,,,,20423.0,20996.0,22724.0,24195.0,26276.0,,,,,,,,,,,,20628.0,,,,21786.0,,25330.0,,,,,34925.0,,20580.0,20580.0,,0.523255814,0.4013157895,56344.104651,41225.5
Dallas Institute of Funeral Service,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536,0.2706,0.107,0.0039,0.0142,0.0,0.0335,0.0,0.1173,,,,,18393.0,,,,,,,,18079.0,20110.0,20670.0,20670.0,20670.0,,,,,,,,,,,,18267.0,,,,20270.0,,20670.0,,,,,20670.0,,13200.0,13200.0,,0.6444444444,0.4934210526,30830.438889,20090
Dallas Theological Seminary,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Dallas,Irving,0.587,590.0,720.0,580.0,680.0,530.0,650.0,645.0,605.0,590.0,23.0,31.0,23.0,33.0,21.0,28.0,7.0,9.0,28.0,29.0,25.0,8.0,1277.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391,0.0,0.0293,0.0,0.0,0.0326,0.0,0.0,0.0749,0.0,0.0,0.1368,0.0033,0.0,0.013,0.0,0.0326,0.0912,0.0195,0.0,0.0977,0.0,0.0,0.1694,0.0,0.0,0.0,0.0,0.0326,0.0,0.1987,0.0293,0.5864,0.0249,0.2656,0.0685,0.0021,0.0,0.0187,0.0166,0.0173,,,,,22381.0,,,,,,,,13398.0,13181.0,18957.0,23848.0,33774.0,,,,,,,,,,,,13308.0,,,,16474.0,,30028.0,,,,,63310.0,,48000.0,48000.0,,0.5697445972,0.1646586345,99722.962672,77741
Del Mar College,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0106,0.0021,0.0,0.0233,0.0037,0.0048,0.0626,0.0117,0.017,0.0085,0.0058,0.0933,0.0,0.0085,0.0027,0.0,0.0042,0.0111,0.0,0.0,0.0053,0.079,0.0122,0.0737,0.0032,0.0011,0.0106,0.0785,0.0822,0.0,0.0117,0.2497,0.1209,0.0021,0.2029,0.0199,0.7116,0.0228,0.0023,0.0009,0.0055,0.0201,0.0141,,,,5859.0,,,,5086.0,5635.0,7960.0,8009.0,11699.0,,,,,,,,,,,,,,,,5251.0,,,,6450.0,,9546.0,,,,,,11899.0,,3380.0,5990.0,,0.585812357,0.5048859935,28877.224256,21574.5
East Texas Baptist University,Marshall,0.677,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0697,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0,0.0592,0.0035,0.0,0.1254,0.0557,0.0105,0.0209,0.007,0.0,0.0453,0.0453,0.0,0.007,0.0,0.0,0.0,0.0,0.0105,0.216,0.1882,0.0,0.6254,0.1828,0.1156,0.0113,0.0302,0.0038,0.0045,0.0136,0.0128,,,,,21831.0,,,,,,,,17810.0,17987.0,19479.0,24409.0,26964.0,,,,,,,,,,,,17876.0,,,,18821.0,,26119.0,,,,,40625.0,,28910.0,28910.0,,0.4719800747,0.3182423435,63936.972603,48655
Texas A&M University-Texarkana,Texarkana,0.9148,470.0,570.0,480.0,570.0,400.0,500.0,490.0,510.0,450.0,16.0,22.0,15.0,23.0,16.0,22.0,4.0,6.0,21.0,20.0,7.0,5.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0131,0.0,0.0315,0.0,0.0131,0.0499,0.0,0.0,0.0,0.0,0.0105,0.1024,0.0,0.084,0.0079,0.0,0.2178,0.0289,0.0,0.0,0.0052,0.0,0.0761,0.0735,0.0,0.0341,0.0,0.0,0.0,0.0,0.0,0.0499,0.1837,0.0184,0.5006,0.1797,0.1837,0.0142,0.0034,0.0006,0.0461,0.0563,0.0154,,,,10189.0,,,,7862.0,7683.0,9655.0,15469.0,17787.0,,,,,,,,,,,,,,,,7809.0,,,,8546.0,,16409.0,,,,,,21204.0,,7930.0,20659.0,,0.6505125815,0.4750519751,39895.328984,27758
Texas A & M University-Commerce,Commerce,0.8645,473.0,590.0,440.0,560.0,,,525.0,515.0,,16.0,23.0,15.0,23.0,16.0,23.0,,,21.0,19.0,20.0,,1050.0,1050.0,0.0475,0.0164,0.0,0.0,0.0031,0.0,0.0844,0.0,0.0056,0.0225,0.002,0.0046,0.0,0.0056,0.0066,0.0619,0.0,0.0184,0.0066,0.0,0.2914,0.0465,0.0,0.0,0.0087,0.0,0.0327,0.0711,0.0271,0.0118,0.0,0.0,0.0,0.0,0.0475,0.0317,0.136,0.0102,0.4159,0.185,0.2491,0.0227,0.0036,0.0015,0.0593,0.018,0.0448,,,,12704.0,,,,10169.0,10928.0,12156.0,18421.0,20245.0,,,,,,,,,,,,,,,,10464.0,,,,11406.0,,19521.0,,,,,,22475.0,,10026.0,22266.0,,0.631394534,0.4202706288,43662.630927,31618
Dallas College,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,0.0247,0.0,0.0003,0.0,0.0012,0.0082,0.0615,0.0103,0.0271,0.0001,0.0296,0.0,0.0049,0.0066,0.0,0.4825,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0389,0.004,0.0025,0.002,0.064,0.0096,0.0,0.0147,0.0545,0.1516,0.0,0.1489,0.2051,0.4558,0.0578,0.0027,0.0003,0.0136,0.0816,0.0343,,,,2210.0,,,,540.0,2231.0,4853.0,7203.0,9515.0,,,,,,,,,,,,,,,,1197.0,,,,3279.0,,7843.0,,,,,,9595.0,,2370.0,6000.0,,0.7239532619,0.5606060606,23280.115385,20053.5
El Paso Community College,El Paso,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0111,0.0,0.0126,0.0,0.0269,0.0188,0.0472,0.0252,0.0037,0.004,0.0109,0.0057,0.0057,0.3409,0.0,0.0334,0.0027,0.0,0.0,0.0173,0.0017,0.0,0.0032,0.0,0.0522,0.068,0.0064,0.0,0.0067,0.0329,0.0087,0.0,0.0274,0.1407,0.086,0.0,0.0494,0.0152,0.8496,0.0068,0.0036,0.0006,0.0022,0.0099,0.0629,,,,4725.0,,,,3766.0,4979.0,7452.0,9148.0,10223.0,,,,,,,,,,,,,,,,4065.0,,,,5991.0,,9294.0,,,,,,12929.0,,3274.0,5314.0,,0.551612097,0.4874906045,22791.782804,18863
Western Technical College,El Paso,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1803,0.0,0.0,0.0,0.377,0.1421,0.0,0.1941,0.0641,0.6069,0.0099,0.0066,0.0016,0.1168,0.0,0.0,,,,,20664.0,,,,,,,,20644.0,19579.0,21584.0,22611.0,23227.0,,,,,,,,,,,,20400.0,,,,20429.0,,22919.0,,,,,,23227.0,,,37268.0,0.2959401709,0.5235042735,25455.709936,20541
Western Technical College,El Paso,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162,0.1779,0.4268,0.0,0.0743,0.0304,0.0,0.1717,0.0392,0.6988,0.006,0.0113,0.0038,0.0655,0.0008,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4469.0,0.2959401709,0.5235042735,25455.709936,20541
Episcopal Theological Seminary of the Southwest,Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exposito School of Hair Design,Amarillo,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0357,0.3571,0.0357,0.0,0.0,0.0,0.0,0.0,,,,,16591.0,,,,,,,,14976.0,14758.0,19406.0,20503.0,21003.0,,,,,,,,,,,,14918.0,,,,16750.0,,20753.0,,,,,,21003.0,,,13020.0,PS,PS,34547.132075,20470
Miami International University of Art & Design-Art Institute Dallas,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.037,0.1481,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.0,0.0185,0.0,0.289,0.289,0.2738,0.0228,0.0076,0.0152,0.0266,0.0418,0.0342,,,,,34956.0,,,,,,,,34418.0,31677.0,34946.0,,40240.0,,,,,,,,,,,,33200.0,,,,33312.0,,40240.0,,,,,40240.0,,20794.0,20794.0,,0.5718038529,0.3515936255,32373.511384,20734
Fort Worth Beauty School,Benbrook,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6528,0.0278,0.2778,0.0,0.0,0.0,0.0417,0.0,0.0,,,,,15384.0,,,,,,,,15384.0,,,,,,,,,,,,,,,,15384.0,,,,,,,,,,,,21429.0,,,15800.0,PS,0.4938271605,25572.387755,12953
Frank Phillips College,Borger,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.1476,0.0111,0.0,0.2214,0.0,0.0,0.0,0.0037,0.428,0.0,0.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.107,0.0,0.0,0.427,0.0262,0.4256,0.0041,0.0344,0.0,0.0041,0.0096,0.0689,,,,5883.0,,,,5264.0,6102.0,8555.0,9915.0,,,,,,,,,,,,,,,,,5484.0,,,,6883.0,,9915.0,,,,,,11560.0,,3712.0,4882.0,,0.5703564728,0.4885321101,33809.140713,25274
Galveston College,Galveston,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0295,0.0369,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.3013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,0.0384,0.0384,0.0901,0.0,0.0,0.4092,0.0,0.0,0.3108,0.1892,0.4179,0.023,0.0046,0.0026,0.0197,0.0059,0.0263,,,,7028.0,,,,6209.0,6297.0,9576.0,9561.0,8987.0,,,,,,,,,,,,,,,,6234.0,,,,7390.0,,9340.0,,,,,,13305.0,,2546.0,5726.0,,0.5901639344,0.4829351536,25126.29918,19105
Graham's Barber College,DALLAS,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16045.0,,,,
Grayson College,Denison,,,,,,,,,,,,,,,,,,,,,,,,,0.0089,0.0,0.0,0.0,0.0,0.0,0.0202,0.0583,0.0297,0.0024,0.0286,0.0,0.0095,0.0,0.0,0.3778,0.0,0.0042,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0054,0.0095,0.05,0.0,0.0054,0.2153,0.1344,0.0,0.6476,0.1112,0.1673,0.0214,0.0421,0.0011,0.0,0.003,0.0063,,,,2446.0,,,,1045.0,463.0,4250.0,6963.0,10168.0,,,,,,,,,,,,,,,,841.0,,,,2000.0,,8165.0,,,,,,11377.0,,2872.0,5692.0,,0.5971786834,0.5015069319,30082.539185,23168.5
Hallmark University,San Antonio,0.5289,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548,0.0,0.0161,0.0,0.171,0.1161,0.0,0.2487,0.1124,0.5013,0.029,0.0063,0.0063,0.0669,0.0,0.029,,,,,13225.0,,,,,,,,12263.0,10823.0,14219.0,16918.0,16994.0,,,,,,,,,,,,11725.0,,,,12196.0,,16967.0,,,,,,17432.0,,,41240.0,0.3233458177,0.4601769912,33680.265918,26034
Hardin-Simmons University,Abilene,0.8825,500.0,608.0,510.0,590.0,433.0,540.0,540.0,530.0,487.0,18.0,24.0,16.0,24.0,17.0,24.0,6.0,8.0,21.0,19.0,20.0,7.0,1093.0,1093.0,0.0,0.0,0.0,0.0,0.0329,0.0,0.018,0.0,0.1108,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0808,0.003,0.0,0.0599,0.1168,0.006,0.015,0.012,0.0,0.0958,0.0389,0.015,0.015,0.0,0.0,0.0,0.0,0.0689,0.1048,0.1976,0.003,0.542,0.1141,0.2577,0.0121,0.0076,0.0015,0.0325,0.031,0.0015,,,,,21039.0,,,,,,,,17301.0,18307.0,19074.0,23080.0,28070.0,,,,,,,,,,,,17695.0,,,,18698.0,,25664.0,,,,,45285.0,,31686.0,31686.0,,0.5303797468,0.3147138965,67210.672152,53330
Trinity Valley Community College,Athens,,,,,,,,,,,,,,,,,,,,,,,,,0.0281,0.0,0.0,0.0,0.0,0.0,0.0077,0.0801,0.0239,0.0,0.0302,0.0,0.0014,0.0028,0.0,0.4965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.014,0.0351,0.0681,0.0,0.0007,0.1728,0.033,0.0,0.5095,0.1357,0.2731,0.007,0.0068,0.0022,0.0176,0.0118,0.0364,,,,5440.0,,,,4143.0,5591.0,7117.0,9579.0,10482.0,,,,,,,,,,,,,,,,4687.0,,,,6273.0,,9850.0,,,,,,12892.0,,2640.0,5970.0,,0.6272048847,0.4843940008,31768.590231,23216
Hill College,Hillsboro,,,,,,,,,,,,,,,,,,,,,,,,,0.0015,0.0,0.0,0.0,0.0,0.0,0.0388,0.0552,0.0254,0.0,0.0,0.0,0.0239,0.0,0.0045,0.2806,0.0,0.0179,0.0,0.0,0.0239,0.0209,0.0,0.0,0.0,0.0,0.0,0.1224,0.0,0.0,0.0,0.0836,0.1194,0.0,0.0104,0.094,0.0746,0.003,0.5423,0.0738,0.2774,0.0099,0.0057,0.0016,0.039,0.0197,0.0306,,,,9452.0,,,,7788.0,7080.0,9577.0,12653.0,13612.0,,,,,,,,,,,,,,,,7540.0,,,,8175.0,,13231.0,,,,,,14431.0,,3570.0,4720.0,,0.6167527252,0.4843228819,33972.457831,26206
